ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,LR_Potability,LR_Potability2,RF_Potability,RF_Potability2,NN_Potability,NN_Potability2
6.330732765,193.0912601,17777.10009,6.087949054,290.7959545,543.1149525,10.71758822,87.39912189,3.878664155,0,0,0,0,1,1
8.727778876,202.4195048,25521.88922,3.830238422,326.9079236,461.9588119,16.61145787,104.3732501,3.831540451,0,0,0,0,1,1
3.783043638,157.8526449,20384.7731,4.667081744,300.0486912,432.4318223,12.70142233,48.91588146,4.402244146,0,0,0,0,1,1
7.333477726,233.7213551,16066.55212,8.181988065,224.212503,401.7393087,15.31397775,81.84206216,4.772662701,0,0,0,0,1,1
6.832217388,164.2743931,14015.04477,6.055985023,281.6780401,389.9780973,14.83663674,44.36757376,3.145415511,0,0,0,0,1,1
9.484703254,122.9069908,56351.3963,4.219710533,219.5534368,480.8480635,13.53343295,41.73121923,4.132274238,0,0,1,0,1,1
7.617014109,214.4043627,29818.09504,6.508853439,298.3518502,494.9455371,13.31022369,70.04800689,3.800552599,0,0,0,0,0,0
4.96577356,220.8486386,21802.7449,6.250578031,311.598136,386.4133315,18.03523754,53.90817735,3.421766849,0,0,0,0,1,1
8.29372011,206.1604149,35216.38597,6.440999766,347.0622407,399.4836212,16.06566794,79.95451096,3.954715283,0,0,0,0,1,1
9.901930594,206.7464692,13180.6778,5.878834626,316.391974,426.5348075,14.32187374,75.40875413,4.226949554,0,0,0,0,1,1
5.088213197,159.9626123,39125.2092,6.055622508,375.619186,400.1553243,20.18959951,68.68869382,2.600618679,0,0,0,0,0,0
4.429378735,256.2125652,8746.901717,9.010332225,311.553679,432.1079346,16.30747374,71.70459492,4.271167637,0,0,0,0,0,0
8.357612993,163.0982545,34989.04708,7.696942683,317.3016801,404.4926142,8.27188162,67.59815754,4.366242228,0,0,1,1,0,0
6.412707042,225.287704,22511.69262,7.05757788,377.1289704,291.3537014,11.59002511,72.5085229,4.081701398,0,0,1,0,1,1
8.849702725,114.733545,13677.99404,9.981200456,441.8267766,524.0003552,11.38485847,71.15328466,3.293848374,0,0,1,0,1,1
6.319431545,180.9656209,36278.71831,9.960552065,275.5917457,307.6913606,18.19693095,93.59424603,2.653126688,0,0,0,0,0,0
9.16099754,241.3830971,28170.8851,6.819603096,262.572042,568.4205679,8.120978575,48.25957164,3.542527793,0,0,0,0,0,0
8.029181613,158.0403984,19663.46943,8.433448388,283.2704951,431.3047161,20.69619806,59.97292857,4.388551012,0,0,1,0,0,0
7.595669984,207.1154702,13486.14219,6.192662701,328.2095662,452.445746,14.81063041,88.02036523,3.403393177,0,0,0,0,1,1
8.801933555,225.8954683,23659.21152,2.458609195,408.4178656,446.9924646,14.34081773,42.80091095,3.769831936,0,0,0,1,1,1
7.330196877,159.8037202,14884.33996,9.19457484,411.1006917,404.1959121,17.37573935,51.15397221,2.884715098,0,0,1,0,1,1
7.278910903,135.2592725,22184.52703,7.15654054,357.9097952,480.1431086,11.31600157,54.94399196,4.201577247,0,0,0,0,0,0
9.484703254,205.3041489,12190.1716,7.044833011,313.4117075,374.523197,11.83831294,47.65364194,5.026270726,0,0,0,0,1,1
7.083779061,112.820254,8580.245561,4.210284081,234.8526993,434.7477154,23.39951606,94.1603073,3.887680685,0,0,0,1,1,1
8.189363356,229.6084993,13197.56681,6.007956224,334.0542887,605.4657471,14.86137709,103.3228547,3.688298056,0,0,0,0,0,0
8.228563825,182.1969054,18132.0944,6.712006974,335.7805183,569.9348878,15.11934752,63.35970553,2.781944108,0,0,0,0,1,1
7.803833221,223.6881109,37376.79299,6.664969395,251.4434997,343.7640131,16.6974084,74.78243416,2.907387267,0,0,0,0,1,1
3.832917409,218.72384,23535.0289,6.475402064,352.5058976,421.183478,19.27356051,58.90369803,4.768660397,0,0,0,0,0,0
8.307462969,229.9412343,18452.64557,6.895145947,338.4837028,464.9009848,9.512102516,84.05341481,4.625729242,0,0,0,0,1,1
7.054266774,212.4291243,7450.074375,8.727110118,328.1395817,396.0527818,11.38395352,75.21933821,4.780615832,0,0,0,0,0,0
7.463915951,215.4790683,27150.3954,7.782915308,382.9587368,403.7035016,14.77709169,56.95693886,5.075843604,0,0,1,1,1,1
7.912361028,211.376444,34808.44278,8.913364275,324.5051897,594.8992901,16.68198993,72.04808258,2.878515631,0,0,0,0,1,1
5.961301572,182.108995,23926.07882,6.188790308,364.975499,567.5261592,7.791637811,58.17482529,4.919585047,0,0,0,0,0,0
4.704698462,208.8377106,11609.99716,6.445280106,352.9160163,407.0173979,7.070771158,76.38352083,3.813435553,0,0,1,0,0,0
6.35943131,208.2030206,23347.17271,9.000395498,256.6300682,336.5856104,14.17390623,80.42371545,3.636494911,0,0,0,0,0,0
6.246264054,163.2180384,26408.88177,6.02967048,429.0223118,509.9568642,23.56964491,19.17517454,5.044454778,0,0,0,0,0,0
6.792407469,306.6274814,28508.21693,6.811415525,293.0783048,306.1155393,9.006142614,60.91203353,2.505650441,0,0,0,0,0,0
7.197795992,168.6409754,12763.26789,6.89759414,375.8011301,566.2506937,12.43757097,65.74671735,3.844013287,0,0,0,0,1,1
6.418203057,173.4462138,19617.30849,7.396472119,321.8652502,391.6674664,18.45395077,46.34586378,2.670976747,0,0,0,0,1,1
6.153495924,163.205548,48175.85209,7.153803397,299.5667509,344.7169755,5.159380308,55.5289486,4.819970458,0,0,0,1,0,0
5.412119545,272.5146852,2835.303165,5.778010263,342.6734093,347.8044159,15.30774609,66.66147887,5.680346587,0,0,1,0,1,1
7.025305942,202.809081,23502.8578,5.2390132,335.5487189,471.1317159,13.89151934,63.75185484,5.989542791,0,0,0,1,0,0
3.410359671,202.8824295,17505.85274,7.104365819,310.5328366,429.2898954,17.95896801,78.58753831,3.537040785,0,0,0,0,0,0
8.389945659,213.6656848,17674.70615,8.348814761,344.1272534,471.3698805,19.30124821,70.82951341,3.569717312,0,0,0,0,0,0
8.075494508,195.8049958,29483.60185,10.49384092,298.7372193,321.7483389,9.751086325,72.73442314,3.682919645,0,0,1,1,0,0
5.895948983,187.1536166,37118.25544,4.600729971,253.1584686,531.1691009,11.41018355,77.28655067,3.659652968,0,0,1,1,1,1
6.492403122,234.914512,18607.21319,8.620697295,302.1313059,442.1042076,14.11682361,65.63675858,4.383394692,0,0,0,0,1,1
8.860450854,193.7431052,24085.11214,6.183109518,330.7195488,526.7049237,9.901327632,81.33933981,4.677713327,0,0,0,0,1,1
4.581968728,186.0979153,33897.0682,6.358402296,316.5527914,406.382378,19.69984804,62.32330348,4.500207625,0,0,0,0,1,1
9.066628054,203.3841234,22710.45837,5.962836939,321.5859356,496.1614524,18.3676209,76.41651045,4.055421251,0,0,0,0,1,1
6.904536858,110.8657883,32981.25838,2.621267556,368.387038,417.2493946,12.11872032,33.49938102,5.058905448,0,0,0,0,0,0
5.271971378,193.1695095,22005.43655,6.183950032,267.8256479,351.4802796,15.66438186,68.61587629,4.119436475,0,0,0,0,1,1
8.357612993,212.7053322,25626.48105,8.590184464,338.6635348,330.2533754,11.05283837,64.47200138,4.219225569,0,0,1,0,0,0
4.405327147,168.0424651,18564.37206,8.562156382,345.2052222,419.1315765,18.4598902,59.70020966,2.962432971,0,0,0,0,0,0
7.83431924,171.2887849,25918.56795,8.589393961,307.2286661,448.564049,16.407803,60.18211487,3.532936096,0,0,0,0,1,1
6.891549222,184.0746276,13376.68047,6.866434553,333.8024747,508.6811449,16.58620538,81.7128488,4.958936841,0,0,0,0,1,1
7.035036795,220.5018877,19746.49325,7.059382856,371.9126148,536.1839,15.30343324,67.90175839,4.557028866,0,0,1,0,1,1
6.572656389,192.6473336,14598.95191,6.164621289,314.1400562,343.8952418,17.34380558,53.08548042,2.820927249,0,0,0,0,1,1
5.905906954,223.1418815,13464.48716,9.125163916,378.1083058,337.8582636,13.53166045,42.84451085,2.917284056,0,0,1,1,0,0
8.849702725,197.7790469,20129.35879,5.182435715,329.5021044,356.4767227,11.88286121,45.706793,2.987671524,0,0,0,1,1,1
4.560916536,165.7731189,22939.14438,7.988231918,352.7935278,323.7832771,13.56415012,79.3165852,4.123621736,0,0,0,0,1,1
6.069615757,182.1005728,17423.40799,6.815718722,211.8515923,495.5131279,11.55837189,85.86411873,3.5681966,0,0,0,0,0,0
5.097786226,139.9553504,31421.1445,6.627704891,346.4411554,378.7710756,17.54448464,54.79876743,4.536181266,0,0,0,0,0,0
7.874671358,186.5952548,29496.91016,8.117747762,378.4305007,616.1752428,14.96277971,65.44456252,2.475284464,0,0,0,0,0,0
5.455599352,152.3867347,37620.24847,5.783579819,377.1781189,343.4175878,14.40165409,41.10986937,4.476348715,0,0,0,0,1,1
7.966856824,186.353361,21440.73885,7.832473708,393.7670457,461.3562275,13.91386963,86.12181104,5.115430914,0,0,0,0,1,1
6.770095146,201.6508542,25887.63172,9.367532688,327.6194527,519.3803669,17.72030029,90.06484922,5.203461367,0,0,0,0,0,0
7.312109304,192.447171,18257.56927,7.472249066,313.7765458,462.4024491,13.93214538,53.18591655,4.358298341,0,0,0,0,0,0
7.021617481,203.2011966,12352.81111,6.845743997,380.804054,435.6743931,14.50701312,68.23338555,3.85563625,0,0,0,0,0,0
9.058628424,155.3575571,15737.46894,7.251978855,343.233977,463.389256,17.85447002,83.17518934,3.65213447,0,0,0,0,1,1
6.615981652,184.9937315,19764.62744,7.505091883,294.241392,293.4779981,12.9341595,61.42879055,3.017984971,0,0,1,0,1,1
7.802426084,238.4095981,26493.07621,8.669944103,311.553679,369.2838639,11.75993045,91.2392992,3.241267187,0,0,0,0,0,0
8.757110512,185.4193669,31040.88449,8.544763659,290.7959545,408.0957972,18.2352202,72.29966228,3.80879301,0,0,0,0,1,1
8.692115322,144.2363578,2552.962804,9.202633941,347.9751368,517.4274709,13.96342114,42.38866132,2.283475159,0,0,1,1,1,1
6.784279329,140.3667086,17569.57982,4.084932416,318.6104785,374.18184,10.63423012,97.08705976,4.045547056,0,0,0,1,1,1
6.225152013,169.7411715,29533.60883,5.574917123,326.3348629,380.1147511,17.59550987,75.51905904,2.770822653,0,0,0,0,0,0
10.62882091,193.4331628,14054.12549,10.32848897,327.0641849,479.4025091,14.07578735,66.36750317,5.140449467,0,0,0,0,1,1
5.400700138,197.9189928,9968.962738,7.878997796,300.0486912,503.8963569,17.40892171,77.38284144,3.555737566,0,0,0,0,1,1
7.417570368,193.7718784,23207.09284,7.472115296,330.6357882,496.1051876,15.74435294,73.18747547,4.671557881,0,0,0,0,0,0
6.953864226,209.638293,10575.18628,4.462707246,315.6065944,391.1843151,13.28533392,87.39088898,3.195710328,0,0,0,0,0,0
5.648628538,167.0300972,14547.88548,7.735347786,274.2923054,347.7923206,10.68976878,75.28868753,5.370004183,0,0,0,0,1,1
7.184697763,189.7583964,13317.46811,7.83232039,378.6754561,541.3060967,12.49217851,41.69618315,3.904063423,0,0,0,0,1,1
8.927078148,241.875105,22821.25438,8.549738274,367.9755579,380.1972,10.85928728,75.85706782,4.601860959,0,0,0,0,1,1
7.276863125,165.7979519,30396.90462,7.835638736,281.8968818,475.6460515,12.3261836,83.39988926,6.083772354,0,0,1,0,1,1
4.941972157,166.7104405,19806.4113,8.031864863,426.1575186,352.0390921,15.49688693,68.60840187,5.076146746,0,0,1,0,1,1
7.76414261,186.1324319,25926.07564,8.011206636,322.0904652,399.1317179,22.84652911,35.24367839,4.105178268,0,0,0,0,1,1
10.41504401,229.7253484,22444.55941,5.702174923,320.9900505,389.0308888,15.501543,34.24621224,3.85115424,0,0,0,0,1,1
8.639540978,168.6139666,7013.211787,8.451601045,355.2138966,419.788898,17.92939462,33.6415395,4.192932215,0,0,0,0,0,0
6.144759038,210.9797475,19981.31519,9.203614112,271.0971043,332.5981262,17.18796335,79.63424204,3.082080496,0,0,0,0,0,0
5.584086638,188.3133238,28748.68774,7.544868789,326.6783629,280.4679159,8.39973464,54.91786184,2.559708228,0,0,0,0,1,1
6.727185265,197.439216,26012.48875,6.952008033,346.6287352,473.3300783,18.43783528,69.46628908,4.158248535,0,0,0,0,0,0
6.643026538,205.2331194,20511.36924,5.908110988,313.353813,455.693256,16.02194073,52.15347185,3.709988662,0,0,0,0,0,0
8.040392261,193.4002675,30630.75994,6.873568148,342.1932395,430.3956004,17.44681822,49.88365316,2.913048443,0,0,0,0,0,0
6.629993518,209.1570219,20487.92383,7.278911619,332.8775737,524.8833294,20.75175131,60.23684354,3.155213653,0,0,0,0,1,1
7.803833221,229.4856937,35729.69271,8.810843045,384.9437789,296.3975472,16.92709218,46.85452354,3.855602212,0,0,0,0,0,0
5.624819996,215.8228726,9028.760345,9.256097772,274.2923054,340.6483926,10.68067274,72.48745023,4.355489162,0,0,0,1,1,1
7.316804754,217.522862,31903.39981,9.865047503,376.9379723,425.9134002,8.992754272,69.50921982,3.50837265,0,0,1,1,1,1
7.393977957,209.6192142,17939.7047,7.233735968,331.6746497,349.2096228,13.57934867,68.15246724,3.782727581,0,0,0,0,1,1
8.96969739,195.7447648,9049.682595,7.467068018,396.4535684,378.5285112,17.75769652,114.2086714,3.983098818,0,0,0,0,0,0
6.72958019,242.1641459,17975.55323,9.808651156,322.2351015,440.8594348,13.57122272,62.17947698,4.003458052,0,0,0,0,0,0
4.26526964,198.6549758,20063.49033,9.539983929,344.6185348,412.9792013,9.767080689,43.14199975,4.565423282,0,0,0,1,1,1
6.742622398,209.2173441,15488.95675,7.452361819,351.0522422,408.8535622,13.92128166,70.2052406,4.96467264,0,0,0,1,0,0
7.890354274,180.158098,32160.53392,7.773484086,360.2839834,344.5506193,11.24646038,60.29218733,3.209588058,0,0,1,1,0,0
6.039823242,164.0263403,9943.637599,7.723304587,350.7562609,374.7947194,16.66844562,65.54266159,3.923766075,0,0,0,0,0,0
5.226895232,184.7506979,28499.10733,6.550031094,330.7195488,381.5016036,11.04440513,62.01482209,3.403269587,0,0,0,0,1,1
6.581082756,217.538504,24480.6718,5.837151802,310.6329105,476.4586674,11.43423936,48.55190969,3.511369718,0,0,0,0,0,0
8.037430327,148.4153089,48410.47101,4.755879695,268.2118958,392.9012057,12.4666097,85.10589203,2.506238127,0,0,1,1,0,0
5.842933081,168.2952871,19156.12313,6.878347939,331.4776493,506.7568077,14.52615101,80.42371545,4.143224936,0,0,0,0,1,1
7.874671358,195.1022986,17404.17706,7.509305857,364.975499,327.4597605,16.14036763,78.69844633,2.309149057,0,0,0,1,1,1
6.057068041,184.3732318,14807.26849,5.753405052,384.8219665,462.0061696,14.7530554,34.26586026,4.371747854,0,0,1,0,0,0
8.775485734,157.3542892,22113.39145,7.931502717,304.8078454,480.7152078,15.69283855,82.92934548,4.393944466,0,0,0,0,0,0
8.937802408,147.9168921,10562.46054,3.694274999,371.1763132,480.3202177,16.98075499,61.1580474,2.831234426,0,0,0,0,1,1
6.710633528,203.6429167,23748.18399,6.726664086,342.4414335,455.967558,15.87954857,63.67695249,3.863286909,0,0,0,0,1,1
7.574261237,227.9846646,8672.527773,7.335361864,426.1575186,433.6795425,11.23891367,54.86588904,3.686758983,0,0,1,0,0,0
7.486779709,113.1759646,9943.929785,6.337137942,354.2975652,415.3383369,19.67616855,23.075806,3.787475537,0,0,0,0,1,1
8.331553235,255.9535993,15097.02406,8.48242112,361.9714189,471.477419,14.57093189,40.28729832,3.227940799,0,0,0,0,0,0
7.276863125,160.0950858,26561.56949,7.187021658,322.0904652,372.6235293,11.45520341,57.15095807,5.136779753,0,0,0,0,0,0
7.344975869,182.3069422,5689.804405,6.764349993,373.872785,360.1844731,20.4839023,73.48898065,3.418763195,0,0,1,0,1,1
7.873271693,182.6466585,25337.12296,3.715065352,362.4846036,315.189948,12.13242545,65.49992502,3.306392909,0,0,0,1,1,1
6.789820821,197.3000144,22527.68121,5.166942295,399.9817546,422.4820289,15.91660513,47.93510493,4.512068205,0,0,1,1,1,1
4.704698462,160.2118222,5128.457646,8.283068934,357.7310768,344.6937399,14.21953213,34.28841274,4.109924712,0,0,0,0,1,1
7.027185659,179.5780945,47591.28318,8.097301683,324.0385057,548.8705102,13.80007075,58.21980043,3.685592896,0,0,1,1,1,1
6.47613984,215.7217686,21165.59065,7.642952269,348.4749425,315.0781346,13.54318021,46.16900715,4.041580247,0,0,0,0,1,1
6.512239645,198.5646772,21626.56312,5.897104302,389.3369928,296.2607844,9.177841645,46.93525183,5.425794714,0,0,1,1,0,0
5.23000319,176.7140234,27971.89181,7.597980583,413.9140005,440.3553738,14.42361413,72.83737021,3.045612106,0,0,0,0,1,1
4.916819229,162.4567843,22829.12321,4.024455657,360.5904451,541.7723151,11.58014075,63.23536504,3.836703239,0,0,0,0,1,1
6.684699737,193.8409311,34157.18447,9.87657405,344.5354072,498.0639962,8.818756567,66.65935223,4.030659831,0,0,0,0,1,1
5.15839641,197.9797828,17153.30616,7.659203939,329.2803146,575.1146944,11.87098148,69.10983568,4.383921814,0,0,0,0,1,1
7.889079735,208.4023672,24974.69277,7.296281894,276.4022799,453.1669866,12.52967959,60.43501604,4.034040701,0,0,1,0,1,1
7.965337305,151.5418889,25274.6103,7.106043486,352.316182,527.6882417,15.79262497,52.26848971,3.390982111,0,0,0,0,1,1
5.579517093,200.9699224,12700.48804,7.713783212,395.0903643,464.024917,15.08933914,63.6245653,3.756100423,0,0,1,0,1,1
10.41504401,167.4225811,34535.55385,6.354814992,344.309289,491.5167115,19.3558411,45.10401753,4.209136505,0,0,0,0,1,1
9.107330383,202.5147114,24678.32929,5.57590637,334.7173347,467.1107616,12.93732874,46.93525183,4.492139949,0,0,0,0,1,1
6.150595718,169.4027765,23890.89336,7.33596031,375.8011301,373.5482145,15.70432315,48.29949338,4.847520234,0,0,0,0,1,1
6.559252621,181.6301496,22665.13853,7.22106792,267.8256479,521.8735151,10.98542159,76.12635153,3.291942873,0,0,0,0,0,0
8.174186267,244.2490458,31114.82084,4.726912286,285.3320258,418.6196001,14.87362623,56.46415749,4.709402885,0,0,0,0,0,0
6.775631133,154.3725428,15525.39396,6.084132842,343.032161,597.9792737,17.11854325,56.12402405,3.017544306,0,0,0,0,0,0
7.835906989,206.6657881,17643.40715,8.137483669,356.6452541,474.9897733,16.16718554,68.08226489,3.183864093,0,0,0,0,0,0
6.382314604,212.8385143,24259.75167,7.360504475,340.8718191,342.5814436,12.33297914,67.74899138,2.881370055,0,0,0,0,0,0
8.184410006,166.6365538,17944.85238,4.038955039,331.9541994,363.2357556,12.53583833,56.31059225,4.5990822,0,0,0,0,0,0
6.747415283,250.4195546,24539.71316,2.39798499,358.2298656,339.3447401,15.3572898,59.99077027,3.377450524,0,0,1,0,1,1
5.63692356,159.13941,27283.78065,6.918726503,328.9072866,317.8309807,13.61140839,36.33519851,3.007138099,0,0,0,0,1,1
